date,Year,Month,Day,team_1,team_2,inverted_teams,match_id,event_id,best_of,system,t1_removed_1,t1_removed_2,t1_removed_3,t2_removed_1,t2_removed_2,t2_removed_3,t1_picked_1,t2_picked_1,left_over
2016-12-17,2016,12,17,Singularity,Magistra,1,2307231,2623,3,124312,2,7,0,1,3,0,5,6,8
2016-12-16,2016,12,16,fnatic Academy,VG.CyberZen,1,2307187,2613,3,123412,6,7,0,5,2,0,1,8,3
2016-12-16,2016,12,16,AVANT,Grinny Bankers,1,2307221,2625,3,123412,1,8,0,3,6,0,7,5,2
2016-12-15,2016,12,15,Copenhagen Flames,Tricked,1,2307216,2623,1,121212,8,2,7,3,1,5,0,0,6
2016-12-15,2016,12,15,ProGaming,DEMONIO,0,2307176,2622,3,123412,2,7,0,8,6,0,5,3,1
2016-12-14,2016,12,14,EURONICS,DIVIZON,0,2307183,2617,3,123412,6,5,0,3,1,0,7,8,2
2016-12-13,2016,12,13,DIVIZON,ALTERNATE aTTaX,0,2307173,2617,3,121234,2,7,0,8,6,0,3,1,5
2016-12-13,2016,12,13,Tricked,Outlaws,0,2307078,2596,3,123412,1,7,0,3,5,0,6,8,2
2016-12-13,2016,12,13,DEMONIO,TeamOne,1,2307172,2622,3,123412,6,7,0,2,5,0,3,8,1
2016-12-12,2016,12,12,EURONICS,DIVIZON,0,2307133,2617,3,121234,3,1,0,7,6,0,5,8,2
2016-12-12,2016,12,12,OpTic,Astralis,0,2307143,2367,3,123412,5,3,0,2,1,0,7,8,6
2016-12-11,2016,12,11,OpTic,FaZe,1,2307064,2367,3,123412,5,3,0,2,7,0,8,6,1
2016-12-11,2016,12,11,Outlaws,RESISTANCE,1,2307155,2612,3,123412,3,5,0,8,6,0,7,1,2
2016-12-11,2016,12,11,SK,Dignitas,1,2307065,2367,3,123412,6,2,0,8,3,0,1,5,7
2016-12-11,2016,12,11,RESISTANCE,Brewtopia,1,2307153,2612,3,123412,8,3,0,6,7,0,2,1,5
2016-12-11,2016,12,11,SK,Astralis,1,2307142,2367,3,123412,6,5,0,2,3,0,1,7,8
2016-12-11,2016,12,11,OpTic,Envy,1,2307141,2367,3,123412,5,3,0,8,1,0,7,6,2
2016-12-10,2016,12,10,iGame.com,TYLOO,1,2307103,2599,3,121234,5,7,0,1,3,0,8,2,6
2016-12-10,2016,12,10,Envy,Immortals,1,2307060,2367,1,121212,8,7,5,6,3,2,0,0,1
2016-12-10,2016,12,10,Envy,Dignitas,1,2307061,2367,1,121212,7,5,8,1,3,2,0,0,6
2016-12-10,2016,12,10,TRIDENT,Skyfire,1,2307109,2536,3,123412,6,2,0,5,7,0,1,8,3
2016-12-10,2016,12,10,Parallax,Exile5,0,2307108,2536,3,123412,6,1,0,7,8,0,5,2,3
2016-12-10,2016,12,10,Parallax,TRIDENT,1,2307110,2536,3,123412,6,3,0,2,8,0,7,5,1
2016-12-10,2016,12,10,TYLOO,Epsilon,1,2307101,2599,3,121234,7,6,0,8,3,0,2,1,5
2016-12-10,2016,12,10,VG.CyberZen,iGame.com,1,2307102,2599,3,121234,1,2,0,7,5,0,3,8,6
2016-12-10,2016,12,10,Brewtopia,Overpowered,1,2307117,2612,1,121212,6,3,8,5,2,7,0,0,1
2016-12-10,2016,12,10,SK,Dignitas,0,2307059,2367,1,121212,6,5,2,8,3,1,0,0,7
2016-12-10,2016,12,10,PRIDE,Copenhagen Flames,1,2307159,2619,1,121212,7,3,1,5,8,6,0,0,2
2016-12-10,2016,12,10,DarkPassage,Vexed,1,2307158,2619,1,121212,3,6,7,8,5,2,0,0,1
2016-12-10,2016,12,10,HellRaisers,fnatic Academy,0,2307161,2619,1,121212,1,5,3,8,6,7,0,0,2
2016-12-10,2016,12,10,hmm,k1ck,0,2307163,2619,1,121212,8,7,6,3,1,5,0,0,2
2016-12-10,2016,12,10,Outlaws,RESISTANCE,0,2307121,2612,1,121212,3,1,5,7,8,6,0,0,2
2016-12-10,2016,12,10,Cloud9,OpTic,1,2307062,2367,3,123412,6,2,0,5,8,0,3,7,1
2016-12-10,2016,12,10,Aria,RESISTANCE,0,2307123,2612,1,121212,6,5,2,3,8,7,0,0,1
2016-12-10,2016,12,10,Immortals,SK,1,2307063,2367,3,123412,6,7,0,2,5,0,1,8,3
2016-12-09,2016,12,09,Astralis,FaZe,0,2307058,2367,1,121212,1,5,6,2,8,7,0,0,3
2016-12-09,2016,12,09,FaZe,Cloud9,0,2307057,2367,1,121212,2,8,3,1,6,7,0,0,5
2016-12-09,2016,12,09,OpTic,Astralis,1,2307056,2367,1,121212,5,8,6,2,7,1,0,0,3
2016-12-08,2016,12,08,Rogue,Tricked,0,2307076,2608,3,123412,2,7,0,1,8,0,3,6,5
2016-12-06,2016,12,06,Tricked,EPG,1,2307041,2596,3,123412,3,1,0,8,7,0,6,5,2
2016-12-06,2016,12,06,DarkPassage,Outlaws,1,2307042,2596,3,123412,6,1,0,2,3,0,8,7,5
2016-12-05,2016,12,05,GODSENT,Rogue,1,2307066,2577,3,123412,6,2,0,5,1,0,8,7,3
2016-12-04,2016,12,04,Outlaws,Nexus,1,2307043,2547,3,121234,5,1,0,8,7,0,2,6,3
2016-12-04,2016,12,04,Immortals,Cloud9,1,2307047,2555,3,123412,8,7,0,6,5,0,2,3,1
2016-12-04,2016,12,04,Signature,TYLOO,0,2307017,2589,3,123412,2,8,0,6,3,0,1,5,7
2016-12-04,2016,12,04,TYLOO,VG.CyberZen,0,2307018,2589,3,123412,6,8,0,2,7,0,5,3,1
2016-12-04,2016,12,04,RESISTANCE,Brewtopia,1,2307050,2607,3,123412,8,3,0,6,7,0,1,2,5
2016-12-04,2016,12,04,DarkPassage,Nexus,0,2307044,2547,3,121234,6,1,0,8,2,0,5,7,3
2016-12-04,2016,12,04,DarkPassage,iNation,1,2307045,2547,3,121234,6,1,0,2,7,0,5,3,8
2016-12-04,2016,12,04,Muffin Lightning,TSM,1,2307046,2555,3,123412,8,2,0,7,6,0,1,5,3
2016-12-04,2016,12,04,Cloud9,TSM,0,2307048,2555,3,123412,6,5,0,7,2,0,8,1,3
2016-12-04,2016,12,04,FMESPORTS,Endpoint,0,2307053,2592,3,123412,7,8,0,2,5,0,6,1,3
2016-12-04,2016,12,04,FMESPORTS,CAZ,1,2307054,2592,3,123412,3,7,0,1,6,0,2,8,5
2016-12-03,2016,12,03,iNation,Nexus,0,2307034,2547,3,121234,1,7,0,8,3,0,6,5,2
2016-12-03,2016,12,03,OpTic,FaZe,0,2307009,2407,3,123412,5,6,0,2,1,0,8,7,3
2016-12-03,2016,12,03,Outlaws,DarkPassage,1,2307033,2547,3,121234,3,1,0,6,7,0,8,2,5
2016-12-03,2016,12,03,Signature,Risky,1,2307014,2589,3,123412,2,3,0,1,7,0,5,8,6
2016-12-03,2016,12,03,TYLOO,5POWER,0,2307015,2589,3,123412,6,5,0,7,3,0,2,1,8
2016-12-03,2016,12,03,Astralis,OpTic,0,2307010,2407,3,123412,1,6,0,5,3,0,8,2,7
2016-12-03,2016,12,03,iNation,DarkPassage,1,2307035,2547,3,121234,2,7,0,6,3,0,1,5,8
2016-12-03,2016,12,03,CAZ,Endpoint,0,2307024,2592,3,123412,1,6,0,3,2,0,8,5,7
2016-12-02,2016,12,02,Astralis,SK,1,2307008,2407,3,123412,2,1,0,6,5,0,7,8,3
2016-12-02,2016,12,02,Tricked,PRIDE,1,2306997,2596,3,123412,1,2,0,8,6,0,7,5,3
2016-12-02,2016,12,02,INTZ,BigGods,1,2307022,2605,3,123412,8,6,0,2,7,0,3,5,1
2016-12-01,2016,12,01,Virtus.pro,FaZe,0,2306823,2407,3,123412,3,5,0,2,8,0,6,7,1
2016-12-01,2016,12,01,OpTic,mousesports,1,2306822,2407,3,123412,5,7,0,6,2,0,8,1,3
2016-11-30,2016,11,30,Rush,Luminosity,1,2307005,2578,3,123412,8,3,0,7,6,0,1,2,5
2016-11-30,2016,11,30,SK,Dignitas,1,2306820,2407,3,123412,6,2,0,8,1,0,3,5,7
2016-11-30,2016,11,30,Fragsport,Outlaws,1,2307007,2596,3,123412,8,1,0,3,2,0,5,6,7
2016-11-30,2016,11,30,eUnited,TSM,0,2307004,2578,3,123412,3,1,0,7,2,0,8,5,6
2016-11-30,2016,11,30,NiP,Astralis,1,2306821,2407,3,123412,5,3,0,6,1,0,2,8,7
2016-11-29,2016,11,29,Nexus,Fragsport,0,2306976,2596,1,121212,7,8,3,1,6,5,0,0,2
2016-11-29,2016,11,29,Exile5,AVANT,1,2306982,2536,3,123412,5,1,0,2,8,0,6,7,3
2016-11-29,2016,11,29,Force of Nature,Wild,1,2306978,2602,3,123412,2,7,0,6,1,0,3,8,5
2016-11-28,2016,11,28,Rogue,Kinguin,1,2306888,2577,3,123412,2,1,0,6,5,0,8,3,7
2016-11-28,2016,11,28,DICKHOUSE,Tricked,1,2306973,2596,1,121212,3,5,6,1,8,2,0,0,7
2016-11-28,2016,11,28,PRIDE,ATB,0,2306826,2596,1,121212,1,8,3,2,6,7,0,0,5
2016-11-28,2016,11,28,EPG,Singularity,1,2306974,2596,1,121212,1,8,3,2,7,5,0,0,6
2016-11-27,2016,11,27,Born Of Fire,5POWER,1,2306967,2591,3,123412,1,2,0,7,6,0,8,5,3
2016-11-27,2016,11,27,dream[S]cape,Signature,1,2306970,2590,3,123412,1,8,0,2,6,0,3,5,7
2016-11-27,2016,11,27,TheMongolz,YETTI,0,2306968,2588,3,123412,1,8,0,3,6,0,5,2,7
2016-11-27,2016,11,27,TRIDENT,Dark Sided,0,2306961,2536,3,123412,2,6,0,7,8,0,5,3,1
2016-11-26,2016,11,26,Outlaws,Nexus,0,2306943,2601,3,121234,1,3,0,7,8,0,2,5,6
2016-11-26,2016,11,26,PENTA,ALTERNATE aTTaX,1,2306962,2511,3,121234,6,8,0,7,5,0,1,3,2
2016-11-26,2016,11,26,Brewtopia,Netland,1,2306942,2601,3,121234,3,1,0,6,2,0,5,7,8
2016-11-26,2016,11,26,Renegades,Kinguin,0,2306909,2110,3,123412,7,1,0,6,8,0,3,5,2
2016-11-26,2016,11,26,TheMongolz,m0nster,0,2306956,2588,3,123412,8,2,0,6,5,0,3,1,7
2016-11-26,2016,11,26,5POWER,LGD,1,2306953,2591,3,123412,7,3,0,6,5,0,1,8,2
2016-11-26,2016,11,26,MiTH,Signature,1,2306960,2590,3,123412,1,3,0,2,7,0,6,5,8
2016-11-26,2016,11,26,Gambit,GODSENT,1,2306910,2110,3,123412,1,5,0,6,3,0,2,8,7
2016-11-26,2016,11,26,Outlaws,Netland,1,2306966,2601,3,121234,5,3,0,2,6,0,8,7,1
2016-11-26,2016,11,26,DIVIZON,EURONICS,0,2306963,2511,3,121234,7,6,0,3,1,0,8,2,5
2016-11-26,2016,11,26,Brewtopia,Nexus,0,2306965,2601,3,121234,6,3,0,7,8,0,2,1,5
2016-11-26,2016,11,26,Renegades,Gambit,0,2306911,2110,3,123412,7,8,0,1,5,0,6,2,3
2016-11-25,2016,11,25,Cloud9,Gambit,1,2306908,2110,3,123412,6,7,0,1,8,0,5,2,3
2016-11-25,2016,11,25,FlipSid3,Kinguin,1,2306907,2110,3,123412,3,2,0,6,8,0,7,1,5
2016-11-25,2016,11,25,Tricked,PRIDE,1,2306948,2600,3,123412,1,5,0,8,6,0,7,3,2
2016-11-25,2016,11,25,OpTic,Cloud9,1,2306906,2110,3,123412,5,8,0,6,1,0,7,3,2
2016-11-25,2016,11,25,FlipSid3,Dignitas,1,2306905,2110,3,123412,3,5,0,1,2,0,8,7,6
2016-11-25,2016,11,25,m0nster white,m0nster,1,2306949,2588,3,123412,8,5,0,6,3,0,2,1,7
2016-11-25,2016,11,25,TheMongolz,Savor the Fear,0,2306952,2588,3,123412,2,3,0,8,6,0,5,1,7
2016-11-24,2016,11,24,NiceShot,PRIDE,0,2306925,2600,3,123412,1,3,0,8,6,0,2,5,7
2016-11-24,2016,11,24,GODSENT,FlipSid3,0,2306901,2110,1,121212,2,6,7,3,1,5,0,0,8
2016-11-24,2016,11,24,Nexus,Bpro,1,2306928,2546,1,121234,7,8,0,5,6,0,1,2,3
2016-11-24,2016,11,24,Renegades,Cloud9,1,2306900,2110,1,121212,7,5,1,8,2,6,0,0,3
2016-11-24,2016,11,24,Nexus,Bpro,0,2306927,2546,1,121234,7,8,0,5,6,0,1,2,3
2016-11-24,2016,11,24,Kinguin,Dignitas,1,2306899,2110,1,121212,6,7,3,8,2,1,0,0,5
2016-11-24,2016,11,24,GODSENT,Kinguin,1,2306903,2110,1,121212,2,3,6,8,7,1,0,0,5
2016-11-24,2016,11,24,Gambit,Renegades,1,2306904,2110,1,121212,6,5,2,7,3,8,0,0,1
2016-11-24,2016,11,24,DarkPassage,Outlaws,0,2306929,2546,1,121234,6,7,0,3,1,0,2,8,5
2016-11-24,2016,11,24,DarkPassage,Outlaws,1,2306930,2546,1,121234,6,7,0,3,1,0,2,8,5
2016-11-24,2016,11,24,TRIDENT,Parallax,0,2306855,2536,3,123412,2,7,0,6,1,0,5,8,3
2016-11-23,2016,11,23,Revolte,Nexus,1,2306897,2546,1,121234,8,6,0,3,7,0,5,1,2
2016-11-23,2016,11,23,VenatoreS,NiceShot,0,2306890,2600,1,121212,3,6,8,1,7,2,0,0,5
2016-11-23,2016,11,23,FMESPORTS,Tricked,0,2306892,2600,1,121212,5,8,3,1,2,7,0,0,6
2016-11-23,2016,11,23,Revolte,Nexus,0,2306896,2546,1,121234,8,6,0,3,7,0,5,1,2
2016-11-22,2016,11,22,Heroic,Complexity,0,2306871,2559,3,121234,1,3,0,6,7,0,2,8,5
2016-11-22,2016,11,22,paiN,VG.CyberZen,0,2306873,2559,3,121234,6,1,0,3,7,0,8,2,5
2016-11-21,2016,11,21,FIVE,Complexity,0,2306842,2559,3,123412,2,7,0,5,6,0,1,3,8
2016-11-21,2016,11,21,VG.CyberZen,Complexity,0,2306840,2559,1,121212,1,3,6,7,2,8,0,0,5
2016-11-21,2016,11,21,Exile5,Skyfire,0,2306852,2536,3,123412,7,8,0,6,5,0,1,3,2
2016-11-21,2016,11,21,VG.CyberZen,FIVE,0,2306838,2559,1,121212,5,1,3,2,8,7,0,0,6
2016-11-21,2016,11,21,SK,NiP,0,2306718,2261,3,123412,6,3,0,5,7,0,8,1,2
2016-11-20,2016,11,20,5POWER,Heroic,0,2306809,2559,1,121212,8,6,7,3,1,5,0,0,2
2016-11-20,2016,11,20,Gambit,iGame.com,0,2306835,2380,3,124321,2,6,0,5,7,0,1,8,3
2016-11-20,2016,11,20,paiN,Heroic,1,2306808,2559,1,121212,2,6,7,3,1,5,0,0,8
2016-11-20,2016,11,20,Winterfox,SYF,0,2306804,2587,3,123412,8,1,0,7,5,0,2,3,6
2016-11-20,2016,11,20,Chiefs,Athletico,0,2306803,2587,3,123412,7,6,0,3,1,0,2,5,8
2016-11-20,2016,11,20,5POWER,paiN,1,2306810,2559,3,121234,7,8,0,2,6,0,5,1,3
2016-11-20,2016,11,20,Winterfox,Chiefs,0,2306805,2587,3,123412,8,3,0,7,6,0,1,2,5
2016-11-20,2016,11,20,Singularity,Alpha,1,2306833,2576,3,123412,2,7,0,3,1,0,5,6,8
2016-11-20,2016,11,20,Copenhagen Flames,Tricked,1,2306832,2576,3,123412,1,6,0,5,7,0,3,8,2
2016-11-20,2016,11,20,Singularity,Tricked,0,2306834,2576,3,123412,2,3,0,1,8,0,5,7,6
2016-11-20,2016,11,20,Revolte,Outlaws,0,2306814,2546,1,121234,8,7,0,3,1,0,2,5,6
2016-11-20,2016,11,20,Gambit,Space Soldiers,1,2306836,2380,3,123412,2,6,0,7,5,0,8,3,1
2016-11-20,2016,11,20,Revolte,Outlaws,1,2306815,2546,1,121234,8,7,0,3,1,0,2,5,6
2016-11-20,2016,11,20,Rogue,Epsilon,1,2306708,2577,3,123412,2,3,0,6,7,0,8,1,5
2016-11-20,2016,11,20,Brewtopia,iNation,0,2306816,2546,1,121234,6,8,0,2,7,0,5,1,3
2016-11-20,2016,11,20,SK,Astralis,1,2306716,2261,3,123412,6,1,0,2,3,0,8,5,7
2016-11-20,2016,11,20,Brewtopia,iNation,1,2306817,2546,1,121234,6,8,0,2,7,0,5,1,3
2016-11-20,2016,11,20,Space Soldiers,GODSENT,0,2306709,2577,3,123412,8,7,0,6,3,0,2,1,5
2016-11-20,2016,11,20,NiP,FaZe,1,2306717,2261,3,123412,5,3,0,2,1,0,6,8,7
2016-11-19,2016,11,19,Alpha,Copenhagen Flames,0,2306753,2576,1,121212,5,1,8,3,2,7,0,0,6
2016-11-19,2016,11,19,Chiefs,Parallax,0,2306798,2587,3,123412,7,2,0,6,5,0,1,8,3
2016-11-19,2016,11,19,Game4Glory,ENTiTY.Gold,1,2306794,2586,3,123412,8,2,0,6,1,0,3,7,5
2016-11-19,2016,11,19,OpTic,Envy,0,2306297,2407,3,123412,6,5,0,8,1,0,7,3,2
2016-11-19,2016,11,19,Cursive,Rogue,1,2306748,2576,1,121212,1,2,7,6,3,8,0,0,5
2016-11-19,2016,11,19,Risky,ENTiTY.Gold,1,2306795,2586,3,123412,1,3,0,6,7,0,2,5,8
2016-11-19,2016,11,19,OpTic,fnatic,1,2306298,2407,3,123412,5,1,0,7,6,0,2,3,8
2016-11-19,2016,11,19,Cursive,Copenhagen Flames,0,2306754,2576,1,121212,1,7,2,8,5,6,0,0,3
2016-11-19,2016,11,19,Alpha,Rogue,1,2306752,2576,1,121212,7,3,1,6,2,5,0,0,8
2016-11-19,2016,11,19,G2,SK,0,2306714,2261,3,123412,5,2,0,1,7,0,6,8,3
2016-11-19,2016,11,19,Copenhagen Flames,Rogue,0,2306755,2576,3,123412,5,8,0,6,2,0,3,1,7
2016-11-18,2016,11,18,DarkPassage,Alpha,1,2306736,2582,3,123412,6,8,0,3,1,0,2,5,7
2016-11-18,2016,11,18,Epsilon,Space Soldiers,0,2306735,2380,3,123412,8,3,0,6,7,0,1,2,5
2016-11-18,2016,11,18,Fragsters,Tricked,1,2306746,2576,1,121212,2,7,6,3,1,8,0,0,5
2016-11-18,2016,11,18,TheMongolz,MiTH,0,2306721,2533,1,121223,8,6,0,3,5,1,7,0,2
2016-11-18,2016,11,18,SK,NiP,0,2306684,2261,1,122112,1,6,3,5,7,8,0,0,2
2016-11-18,2016,11,18,NiP,FaZe,1,2306678,2261,1,122112,5,3,8,2,6,1,0,0,7
2016-11-17,2016,11,17,G2,Liquid,1,2306671,2261,1,122112,5,1,2,7,8,3,0,0,6
2016-11-17,2016,11,17,Bpro,DarkPassage,1,2306711,2546,1,121234,5,2,0,6,7,0,1,8,3
2016-11-17,2016,11,17,NiceShot,DarkPassage,0,2306702,2582,3,123412,1,3,0,6,7,0,8,2,5
2016-11-17,2016,11,17,FaZe,Cloud9,1,2306673,2261,1,122112,8,2,3,6,7,1,0,0,5
2016-11-17,2016,11,17,Bpro,DarkPassage,0,2306710,2546,1,121234,5,2,0,6,7,0,1,8,3
2016-11-17,2016,11,17,Heroic,SK,0,2306672,2261,1,122112,8,3,5,1,6,7,0,0,2
2016-11-17,2016,11,17,Astralis,Immortals,1,2306668,2261,1,122112,2,1,5,8,6,7,0,0,3
2016-11-17,2016,11,17,iGame.com,LDLC,1,2306706,2577,3,123412,7,6,0,8,5,0,2,1,3
2016-11-17,2016,11,17,NiP,mousesports,1,2306674,2261,1,122112,5,3,1,6,2,8,0,0,7
2016-11-17,2016,11,17,FaZe,Heroic,1,2306675,2261,1,122112,2,6,7,5,1,3,0,0,8
2016-11-17,2016,11,17,Alpha,eXtatus,0,2306703,2582,3,123412,3,7,0,1,2,0,6,5,8
2016-11-17,2016,11,17,Cloud9,NiP,0,2306676,2261,1,122112,6,2,7,5,3,1,0,0,8
2016-11-17,2016,11,17,Spirit,Kinguin,1,2306707,2577,3,123412,8,7,0,3,6,0,2,1,5
2016-11-17,2016,11,17,Astralis,TYLOO,0,2306670,2261,1,122112,7,2,1,8,6,3,0,0,5
2016-11-17,2016,11,17,Natus Vincere,Immortals,0,2306669,2261,1,122112,1,2,6,7,3,8,0,0,5
2016-11-17,2016,11,17,Skyfire,Grinny Bankers,0,2306699,2536,3,123412,1,7,0,6,8,0,3,5,2
2016-11-17,2016,11,17,G2,Natus Vincere,1,2306666,2261,1,122112,5,8,3,1,2,6,0,0,7
2016-11-17,2016,11,17,Liquid,Immortals,1,2306665,2261,1,122112,7,8,2,6,3,5,0,0,1
2016-11-17,2016,11,17,Liquid,TYLOO,1,2306667,2261,1,122112,7,8,1,3,6,2,0,0,5
2016-11-16,2016,11,16,eXtatus,Tricked,0,2306690,2582,1,121212,8,7,5,1,3,6,0,0,2
2016-11-16,2016,11,16,G2,Astralis,1,2306659,2261,1,122112,5,7,8,3,1,2,0,0,6
2016-11-16,2016,11,16,ProGaming,TeamOne,1,2306647,2554,3,123412,7,3,0,1,8,0,5,2,6
2016-11-16,2016,11,16,TShow,Black Dragons,1,2306646,2554,3,123412,1,6,0,2,8,0,7,5,3
2016-11-16,2016,11,16,NiceShot,Overpowered,0,2306687,2582,1,121212,1,3,7,2,5,6,0,0,8
2016-11-16,2016,11,16,Revolte,Alpha,0,2306689,2582,1,121212,7,6,8,1,3,2,0,0,5
2016-11-16,2016,11,16,Liquid,Natus Vincere,1,2306657,2261,1,122112,7,8,5,1,2,3,0,0,6
2016-11-16,2016,11,16,DarkPassage,Revolte,0,2306693,2546,1,121234,6,7,0,8,5,0,2,3,1
2016-11-16,2016,11,16,Immortals,TYLOO,0,2306658,2261,1,122112,7,1,6,8,3,2,0,0,5
2016-11-16,2016,11,16,DarkPassage,Revolte,1,2306694,2546,1,121234,6,7,0,8,5,0,2,3,1
2016-11-16,2016,11,16,TYLOO,Natus Vincere,1,2306660,2261,1,122112,6,8,3,1,2,5,0,0,7
2016-11-16,2016,11,16,Brewtopia,Bpro,0,2306695,2546,1,121234,8,1,0,2,6,0,5,7,3
2016-11-16,2016,11,16,G2,Immortals,1,2306661,2261,1,122112,5,1,8,6,7,3,0,0,2
2016-11-16,2016,11,16,Liquid,Astralis,1,2306662,2261,1,122112,7,5,3,6,1,2,0,0,8
2016-11-16,2016,11,16,Brewtopia,Bpro,1,2306696,2546,1,121234,8,1,0,2,6,0,5,7,3
2016-11-16,2016,11,16,G2,TYLOO,1,2306664,2261,1,122112,5,2,8,6,3,1,0,0,7
2016-11-16,2016,11,16,Astralis,Natus Vincere,1,2306663,2261,1,122112,7,5,2,1,3,6,0,0,8
2016-11-14,2016,11,14,OpTic,G2,1,2306620,2286,3,123412,6,7,0,5,1,0,2,3,8
2016-11-14,2016,11,14,Immortals,Cloud9,1,2306617,2454,3,123412,3,6,0,7,2,0,1,8,5
2016-11-14,2016,11,14,DarkPassage,iNation,1,2306638,2546,1,121234,6,8,0,2,7,0,3,5,1
2016-11-14,2016,11,14,DarkPassage,iNation,0,2306637,2546,1,121234,6,8,0,2,7,0,3,5,1
2016-11-13,2016,11,13,Cloud9,TYLOO,0,2306612,2454,1,122112,1,5,7,2,8,6,0,0,3
2016-11-13,2016,11,13,TSM,FaZe,0,2306613,2454,3,123412,7,3,0,2,1,0,6,5,8
2016-11-13,2016,11,13,FIVE,K23,1,2306564,2453,3,121234,7,2,0,1,3,0,5,8,6
2016-11-13,2016,11,13,Quantum Bellator Fire,VwS,1,2306626,2535,1,121212,7,1,5,2,3,6,0,0,8
2016-11-13,2016,11,13,Immortals,Renegades,1,2306614,2454,1,122112,6,8,3,1,7,2,0,0,5
2016-11-13,2016,11,13,Echo Fox,TYLOO,0,2306615,2454,3,123412,2,1,0,6,8,0,3,5,7
2016-11-13,2016,11,13,Renegades,FaZe,1,2306616,2454,3,123412,7,1,0,2,3,0,6,5,8
2016-11-12,2016,11,12,Tengri,Quantum Bellator Fire,0,2306604,2535,1,121212,3,6,2,7,1,8,0,0,5
2016-11-12,2016,11,12,K23,Signature,0,2306557,2453,3,121234,1,5,0,2,6,0,7,3,8
2016-11-12,2016,11,12,Athletico,Fire Dragoon,0,2306558,2453,3,121234,5,8,0,7,1,0,2,3,6
2016-11-12,2016,11,12,FIVE,ENZO,0,2306555,2453,3,121234,5,7,0,3,2,0,1,8,6
2016-11-12,2016,11,12,Risky,dream[S]cape,0,2306519,2423,3,123412,1,6,0,7,8,0,3,5,2
2016-11-12,2016,11,12,K23,Fire Dragoon,0,2306560,2453,3,121234,3,5,0,7,1,0,6,2,8
2016-11-12,2016,11,12,Athletico,Signature,1,2306562,2453,3,121234,5,7,0,2,6,0,1,8,3
2016-11-12,2016,11,12,FIVE,VG.CyberZen,1,2306559,2453,3,121234,7,2,0,5,3,0,1,8,6
2016-11-12,2016,11,12,TheMongolz,Leapfrog,0,2306520,2423,3,123412,6,7,0,2,5,0,1,8,3
2016-11-12,2016,11,12,Orange,ENZO,0,2306561,2453,3,121234,5,8,0,3,6,0,2,1,7
2016-11-12,2016,11,12,RoX,VwS,1,2306601,2535,1,121212,5,1,6,2,3,8,0,0,7
2016-11-12,2016,11,12,VG.CyberZen,Fire Dragoon,1,2306563,2453,3,121234,5,6,0,7,8,0,1,3,2
2016-11-12,2016,11,12,VG.CyberZen,Orange,0,2306556,2453,3,121234,5,3,0,7,8,0,1,2,6
2016-11-12,2016,11,12,Spirit,VwS,0,2306618,2535,3,121234,8,1,0,2,6,0,3,7,5
