date,Year,event_id,best_of,system
2017-07-11,2017,2900,3,123412
2017-07-11,2017,2902,3,123412
2017-07-08,2017,2975,3,123412
2017-07-06,2017,2977,1,121234
2017-07-02,2017,2950,3,123412
2017-07-02,2017,2954,3,123412
2017-07-02,2017,2964,3,123412
2017-07-01,2017,2940,3,123412
2017-07-01,2017,2954,3,123412
2017-06-26,2017,2947,3,123412
2017-06-26,2017,2947,3,123412
2017-06-26,2017,2947,3,123412
2017-06-25,2017,2939,3,123412
2017-06-24,2017,2890,3,123412
2017-06-18,2017,2723,3,123421
2017-06-18,2017,2889,3,123412
2017-06-18,2017,2916,3,123412
2017-06-16,2017,2723,3,123421
2017-06-15,2017,2723,3,123421
2017-06-15,2017,2916,3,123412
2017-06-14,2017,2916,3,123412
2017-06-13,2017,2916,3,123412
2017-06-11,2017,2757,3,123412
2017-06-11,2017,2724,3,123421
2017-06-11,2017,2898,3,123412
2017-06-10,2017,2722,3,123423
2017-06-10,2017,2724,3,123421
2017-06-10,2017,2724,3,123421
2017-06-10,2017,2757,3,123412
2017-06-09,2017,2722,3,123423
2017-06-08,2017,2860,3,121234
2017-06-07,2017,2860,3,121234
2017-06-07,2017,2860,3,121234
2017-06-03,2017,2892,3,123412
2017-06-03,2017,2557,3,123412
2017-05-29,2017,2830,3,123412
2017-05-27,2017,2777,3,123412
2017-05-26,2017,2872,3,123412
2017-05-26,2017,2877,3,123412
2017-05-25,2017,2878,3,123412
2017-05-25,2017,2878,3,123412
2017-05-24,2017,2877,3,123412
2017-05-24,2017,2877,3,123412
2017-05-22,2017,2843,3,121234
2017-05-21,2017,2792,3,123412
2017-05-21,2017,2863,3,123412
2017-05-20,2017,2792,3,123412
2017-05-18,2017,2830,1,121234
2017-05-18,2017,2830,1,121234
2017-05-16,2017,2843,3,121234
2017-05-14,2017,2749,3,123412
2017-05-14,2017,2843,3,121234
2017-05-14,2017,2749,3,123412
2017-05-13,2017,2852,3,122143
2017-05-13,2017,2843,3,121234
2017-05-12,2017,2813,3,123412
2017-05-12,2017,2852,3,122143
2017-05-10,2017,2837,3,123412
2017-05-10,2017,2843,3,121234
2017-05-08,2017,2568,3,123412
2017-05-07,2017,2807,3,123412
2017-05-07,2017,2843,3,121234
2017-05-06,2017,2772,3,121234
2017-05-06,2017,2772,3,121234
2017-05-05,2017,2813,3,123412
2017-05-04,2017,2831,3,123412
2017-04-30,2017,2835,2,121234
2017-04-28,2017,2825,3,123412
2017-04-27,2017,2787,3,123412
2017-04-27,2017,2825,3,123412
2017-04-24,2017,2781,3,123412
2017-04-24,2017,2781,3,123412
2017-04-23,2017,2641,3,123412
2017-04-23,2017,2790,3,121234
2017-04-22,2017,2808,3,123412
2017-04-22,2017,2785,3,123412
2017-04-20,2017,2641,3,123412
2017-04-20,2017,2779,3,121234
2017-04-08,2017,2673,3,123412
2017-04-08,2017,2683,3,123412
2017-04-06,2017,2748,3,123412
2017-04-05,2017,2760,3,123412
2017-04-03,2017,2731,3,123412
2017-04-02,2017,2744,3,123412
2017-04-02,2017,2744,3,123412
2017-04-02,2017,2731,3,123412
2017-04-02,2017,2746,3,123412
2017-04-01,2017,2755,3,123412
2017-03-31,2017,2731,3,123412
2017-03-29,2017,2760,3,123412
2017-03-27,2017,2738,3,123412
2017-03-22,2017,2730,3,123412
2017-03-22,2017,2733,3,123412
2017-03-22,2017,2733,3,123412
2017-03-19,2017,2160,3,123412
2017-03-19,2017,2733,3,123412
2017-03-18,2017,2160,3,123412
2017-03-17,2017,2708,3,123412
2017-03-17,2017,2703,2,121234
2017-03-16,2017,2254,2,121234
2017-03-16,2017,2708,3,123412
2017-03-16,2017,2702,2,121234
2017-03-15,2017,2687,3,123412
2017-03-14,2017,2710,3,123412
2017-03-14,2017,2688,3,123412
2017-03-13,2017,2688,3,123412
2017-03-13,2017,2702,2,121234
2017-03-12,2017,2718,3,123412
2017-03-12,2017,2702,2,121234
2017-03-09,2017,2688,3,123412
2017-03-09,2017,2712,3,123412
2017-03-08,2017,2712,3,123412
2017-03-06,2017,2710,3,123412
2017-03-03,2017,2637,3,123412
2017-03-02,2017,2687,3,123412
2017-02-28,2017,2688,3,123412
2017-02-28,2017,2688,3,123412
2017-02-28,2017,2688,3,123412
2017-02-28,2017,2702,2,121234
2017-02-27,2017,2688,3,123412
2017-02-25,2017,2688,3,123412
2017-02-21,2017,2687,3,123412
2017-02-21,2017,2688,3,123412
2017-02-19,2017,2541,3,123412
2017-02-13,2017,2685,3,123412
2017-02-11,2017,2685,3,123412
2017-02-09,2017,2659,3,123412
2017-02-05,2017,2655,3,123412
2017-02-05,2017,2655,3,123412
2017-02-04,2017,2655,3,123412
2017-02-04,2017,2657,3,123412
2017-02-02,2017,2670,3,123412
2017-02-02,2017,2654,3,123412
2017-01-30,2017,2667,3,123412
2017-01-28,2017,2471,3,123412
2017-01-27,2017,2471,3,123412
2017-01-26,2017,2645,3,123412
2017-01-26,2017,2661,3,123412
2017-01-15,2017,2566,3,123412
2017-01-15,2017,2564,3,123412
2017-01-15,2017,2648,3,123412
2017-01-15,2017,2566,3,123412
2017-01-14,2017,2564,3,123412
2017-01-14,2017,2564,3,123412
2017-01-14,2017,2566,3,123412
2017-01-12,2017,2647,3,123412
2017-01-10,2017,2609,3,123412
2017-01-09,2017,2633,3,123412
2016-12-27,2016,2629,3,123412
2016-12-16,2016,2613,3,123412
2016-12-11,2016,2367,3,123412
2016-12-11,2016,2367,3,123412
2016-12-10,2016,2536,3,123412
2016-12-10,2016,2367,3,123412
2016-12-04,2016,2589,3,123412
2016-12-04,2016,2607,3,123412
2016-12-04,2016,2555,3,123412
2016-12-03,2016,2547,3,121234
2016-11-30,2016,2578,3,123412
2016-11-26,2016,2511,3,121234
2016-11-26,2016,2591,3,123412
2016-11-24,2016,2546,1,121234
2016-11-24,2016,2546,1,121234
2016-11-21,2016,2559,3,123412
2016-11-21,2016,2536,3,123412
2016-11-20,2016,2380,3,124321
2016-11-20,2016,2587,3,123412
2016-11-19,2016,2587,3,123412
2016-11-18,2016,2380,3,123412
2016-11-17,2016,2546,1,121234
2016-11-17,2016,2546,1,121234
2016-11-14,2016,2454,3,123412
2016-11-12,2016,2453,3,121234
2016-11-12,2016,2453,3,121234
2016-11-12,2016,2453,3,121234
2016-11-12,2016,2423,3,123412
2016-11-12,2016,2453,3,121234
2016-11-12,2016,2453,3,121234
2016-11-12,2016,2286,3,123412
2016-11-11,2016,2286,3,123412
2016-11-11,2016,2423,3,123412
2016-11-11,2016,2423,3,123412
2016-11-11,2016,2546,1,121234
2016-11-11,2016,2546,1,121234
2016-11-10,2016,2536,3,123412
2016-11-06,2016,2504,3,123412
2016-11-05,2016,2552,3,123412
2016-11-05,2016,2480,3,123412
2016-11-05,2016,2431,3,123412
2016-11-04,2016,2431,3,123412
2016-11-03,2016,2550,3,123412
2016-11-01,2016,2536,3,123412
2016-10-28,2016,2497,3,123412
2016-10-25,2016,2532,3,123412
2016-10-22,2016,2466,3,121234
2016-10-21,2016,2527,3,121234
2016-10-17,2016,2410,1,121234
2016-10-17,2016,2410,1,121234
2016-10-17,2016,2380,3,123412
2016-10-16,2016,2524,3,123412
2016-10-16,2016,2524,3,123412
2016-10-16,2016,2524,3,123412
2016-10-16,2016,2524,3,123412
2016-10-16,2016,2524,3,123412
2016-10-16,2016,2388,3,123412
2016-10-13,2016,2512,3,121234
2016-10-09,2016,2388,2,121234
2016-10-08,2016,2496,3,123412
2016-10-06,2016,2490,3,123412
2016-10-02,2016,2345,3,121234
2016-10-01,2016,2345,3,121234
2016-09-29,2016,2468,3,123412
2016-09-29,2016,2419,2,121234
2016-09-27,2016,2397,3,123412
2016-09-22,2016,2451,3,123412
2016-09-21,2016,2419,2,121234
2016-09-20,2016,2413,3,123412
2016-09-20,2016,2446,3,121234
2016-09-18,2016,2112,3,123412
2016-09-16,2016,2406,3,123412
2016-09-15,2016,2436,3,123412
2016-09-14,2016,2406,3,123412
2016-09-13,2016,2413,3,123412
2016-09-13,2016,2413,3,123412
2016-09-12,2016,2388,2,121234
2016-09-11,2016,2325,3,121234
2016-09-10,2016,2325,3,121234
2016-09-09,2016,2422,3,123412
2016-09-07,2016,2402,3,123412
2016-09-07,2016,2262,3,123412
2016-09-04,2016,2346,3,121234
2016-09-03,2016,2391,3,123412
2016-09-03,2016,2285,3,123412
2016-09-03,2016,2285,3,123412
2016-09-01,2016,2285,3,123412
2016-09-01,2016,2380,3,123412
2016-09-01,2016,2380,3,123412
2016-08-27,2016,2324,3,124312
2016-08-27,2016,2387,3,123412
2016-08-25,2016,2349,3,123412
2016-08-23,2016,2364,3,121234
2016-08-23,2016,2349,3,123412
2016-08-21,2016,2320,3,123412
2016-08-19,2016,2380,3,123412
2016-08-19,2016,2364,3,121234
2016-08-18,2016,2348,3,121234
2016-08-15,2016,2374,3,121234
2016-08-14,2016,2364,3,121234
2016-08-14,2016,2374,3,121234
2016-08-11,2016,2364,3,121234
2016-07-24,2016,2310,3,123412
2016-04-16,2016,2099,3,123412
2016-04-16,2016,2099,3,123412
2016-04-14,2016,2099,3,123412
