date,Year,Month,Day,team_1,team_2,inverted_teams,match_id,event_id,best_of,system,t1_removed_1,t1_removed_2,t1_removed_3,t2_removed_1,t2_removed_2,t2_removed_3,t1_picked_1,t2_picked_1,left_over
2017-12-21,2017,12,21,MANS NOT HOT,GoodJob,0,2318325,3457,1,121212,4,2,7,5,8,6,0,0,1
2017-12-21,2017,12,21,EN9MY,FURIA,0,2318291,3465,3,123412,7,4,0,8,6,0,1,5,2
2017-12-21,2017,12,21,INTZ,Isurus,0,2318290,3465,3,123412,6,8,0,1,5,0,2,7,4
2017-12-21,2017,12,21,Izako Boars,bruto500,0,2318310,3464,1,121212,6,4,2,7,8,1,0,0,5
2017-12-21,2017,12,21,SCARZ Absolute,Flash,0,2318255,3383,1,121212,4,1,7,6,8,5,0,0,2
2017-12-21,2017,12,21,TheMongolz,5POWER,0,2318256,3456,1,121212,1,2,4,7,6,8,0,0,5
2017-12-21,2017,12,21,MVP PK,Flash,0,2318299,3383,1,121212,1,7,2,6,5,8,0,0,4
2017-12-21,2017,12,21,Izako Boars,PSYCHOACTIVE,0,2318323,3464,1,121212,4,6,1,5,2,7,0,0,8
2017-12-21,2017,12,21,Espada,MANS NOT HOT,1,2318267,3457,1,121212,2,1,6,4,7,5,0,0,8
2017-12-21,2017,12,21,Nexus,Windigo,0,2318314,3382,3,123412,4,7,0,6,1,0,5,8,2
2017-12-21,2017,12,21,Tricked,Vega Squadron,1,2318285,3421,3,123412,1,4,0,2,6,0,8,5,7
2017-12-21,2017,12,21,BRIEF,ALTERNATE aTTaX,1,2318294,3461,1,121212,7,8,6,1,4,5,0,0,2
2017-12-21,2017,12,21,GameAgents,Refuse,0,2318247,3458,3,123412,6,8,0,5,4,0,2,7,1
2017-12-21,2017,12,21,eXtatus,AGO,1,2318284,3421,3,123412,8,7,0,6,4,0,5,2,1
2017-12-21,2017,12,21,BRIEF,Movistar Riders,0,2318330,3461,1,121212,7,6,8,1,5,2,0,0,4
2017-12-21,2017,12,21,Windigo,ALTERNATE aTTaX,1,2318329,3461,1,121212,6,5,1,8,4,7,0,0,2
2017-12-21,2017,12,21,GoodJob,Espada,0,2318327,3457,3,123412,8,6,0,2,1,0,4,7,5
2017-12-21,2017,12,21,PRIDE,MANS NOT HOT,1,2318319,3418,3,123412,4,1,0,6,7,0,5,2,8
2017-12-21,2017,12,21,Movistar Riders,ALTERNATE aTTaX,0,2318332,3461,3,123412,2,1,0,6,8,0,4,5,7
2017-12-21,2017,12,21,Movistar Riders,Windigo,1,2318295,3461,1,121212,2,1,8,6,5,4,0,0,7
2017-12-20,2017,12,20,Quantum Bellator Fire,EPG,1,2318271,3449,3,123412,6,8,0,7,2,0,5,1,4
2017-12-20,2017,12,20,Nexus,pro100,0,2318269,3382,3,123412,6,4,0,8,7,0,1,5,2
2017-12-20,2017,12,20,HAVU,Red Reserve,1,2318283,3421,3,123412,2,7,0,6,1,0,4,5,8
2017-12-20,2017,12,20,Brasil Gaming House,FURIA,1,2318288,3465,3,123412,2,7,0,8,6,0,5,4,1
2017-12-20,2017,12,20,VenatoreS,TEAM5,1,2318265,3457,1,121212,7,6,4,5,2,1,0,0,8
2017-12-20,2017,12,20,Mineski,Recca,0,2318276,3383,1,121212,1,6,8,4,7,5,0,0,2
2017-12-20,2017,12,20,5POWER,Red Wolf,0,2318274,3383,3,123412,7,8,0,6,2,0,5,1,4
2017-12-20,2017,12,20,GameAgents,eXtatus,1,2318292,3461,1,121212,6,7,4,1,8,2,0,0,5
2017-12-20,2017,12,20,WASD,TEAM5,1,2318298,3457,1,121212,1,2,7,6,5,8,0,0,4
2017-12-20,2017,12,20,Red Reserve,eXtatus,1,2318302,3461,1,121212,6,8,1,7,2,5,0,0,4
2017-12-20,2017,12,20,PRIDE,Heroic,1,2318272,3421,3,123412,4,7,0,1,2,0,5,6,8
2017-12-20,2017,12,20,LPSP,Red Reserve,0,2318293,3461,1,121212,5,7,2,6,8,1,0,0,4
2017-12-20,2017,12,20,GameAgents,LPSP,0,2318301,3461,1,121212,6,4,7,2,1,8,0,0,5
2017-12-20,2017,12,20,TEAM5,VenatoreS,1,2318300,3457,3,123412,5,2,0,4,6,0,7,1,8
2017-12-20,2017,12,20,GoodJob,Windigo,0,2318282,3382,3,123412,8,4,0,6,1,0,5,7,2
2017-12-20,2017,12,20,AVANGAR,Sprout,1,2318273,3421,3,123412,7,6,0,5,4,0,8,2,1
2017-12-20,2017,12,20,XPC,MANS NOT HOT,1,2318242,3418,3,123412,6,4,0,5,7,0,8,1,2
2017-12-20,2017,12,20,Red Reserve,LPSP,0,2318303,3461,3,123412,6,1,0,7,5,0,2,4,8
2017-12-20,2017,12,20,Isurus,W7M,1,2318289,3465,3,123412,8,1,0,7,6,0,4,5,2
2017-12-19,2017,12,19,MVP PK,Red Wolf,0,2318254,3383,1,121212,1,7,5,6,2,8,0,0,4
2017-12-19,2017,12,19,Valiance,GODSENT,1,2318248,3421,3,123412,7,2,0,6,1,0,4,5,8
2017-12-19,2017,12,19,BOOT-d[S],Recca,0,2318215,3456,1,121212,2,1,7,4,6,8,0,0,5
2017-12-19,2017,12,19,Spirit,Reason,1,2318240,3449,3,123412,8,4,0,6,1,0,2,7,5
2017-12-19,2017,12,19,Sprout,Epsilon,1,2318250,3421,3,123412,6,5,0,8,2,0,4,1,7
2017-12-19,2017,12,19,HAVU,Tricked,0,2318251,3421,3,123412,2,7,0,1,5,0,4,6,8
2017-12-19,2017,12,19,PRIDE,Fragsters,0,2318241,3418,3,123412,4,6,0,2,7,0,8,5,1
2017-12-19,2017,12,19,MANS NOT HOT,HellRaisers,1,2318249,3421,3,123412,7,4,0,8,5,0,2,1,6
2017-12-19,2017,12,19,eXtatus,EnVyUs Academy,0,2318195,3333,1,121212,6,8,4,7,5,1,0,0,2
2017-12-19,2017,12,19,EnVyUs Academy,GoodJob,1,2318096,3382,3,123412,7,2,0,8,4,0,6,5,1
2017-12-18,2017,12,18,Epsilon,Nemiga,1,2318226,3421,3,123412,6,8,0,1,2,0,5,7,4
2017-12-18,2017,12,18,Rogue,Rise Nation,1,2318120,3393,3,123412,6,2,0,1,7,0,5,4,8
2017-12-18,2017,12,18,SoaR,Rise Nation,0,2318122,3393,3,123412,7,2,0,1,6,0,8,5,4
2017-12-18,2017,12,18,Isurus,Licht,0,2318210,3423,1,121212,1,5,2,7,6,8,0,0,4
2017-12-18,2017,12,18,Mineski,EHOME,0,2318236,3383,1,121212,7,8,4,6,1,5,0,0,2
2017-12-18,2017,12,18,BOOT-d[S],5POWER,0,2318238,3383,1,121212,2,7,4,6,8,5,0,0,1
2017-12-18,2017,12,18,BOOT-d[S],Signature,0,2318213,3456,1,121212,2,7,4,1,6,8,0,0,5
2017-12-18,2017,12,18,EPG,Fragsters,0,2318224,3418,1,121212,7,8,5,2,1,6,0,0,4
2017-12-18,2017,12,18,roughtimes,Spirit,1,2318165,3449,3,123412,2,1,0,8,7,0,4,6,5
2017-12-18,2017,12,18,Ha MaSSe,Lin4evateli,0,2318222,3458,1,121212,2,4,8,1,7,6,0,0,5
2017-12-18,2017,12,18,Spirit,MANS NOT HOT,1,2318225,3418,1,121212,8,5,7,6,1,4,0,0,2
2017-12-18,2017,12,18,AGO,pro100,1,2318194,3333,3,123412,6,1,0,8,4,0,7,5,2
2017-12-18,2017,12,18,Espada,EPG,1,2318166,3449,3,123412,6,2,0,7,5,0,8,1,4
2017-12-18,2017,12,18,XPC,Refuse,0,2318221,3458,1,121212,7,4,6,2,5,8,0,0,1
2017-12-18,2017,12,18,Red Reserve,Spirit,1,2318227,3421,3,123412,6,4,0,8,2,0,7,1,5
2017-12-18,2017,12,18,PRIDE,AGO,1,2318239,3379,3,123412,4,2,0,6,1,0,5,7,8
2017-12-18,2017,12,18,AVANGAR,Tricked,1,2318204,3421,3,123412,6,7,0,1,4,0,5,8,2
2017-12-17,2017,12,17,Reason,GoodJob,1,2318198,3449,3,123412,1,2,0,8,5,0,7,4,6
2017-12-17,2017,12,17,Mythic,SoaR,1,2318113,3393,1,121212,6,2,4,7,5,8,0,0,1
2017-12-17,2017,12,17,SoaR,Rogue,1,2318117,3393,1,121212,7,5,1,6,2,8,0,0,4
2017-12-17,2017,12,17,F1-racecar-PEEK,Mythic,0,2318118,3393,1,121212,5,4,7,1,6,8,0,0,2
2017-12-17,2017,12,17,Chiefs,Tainted Minds,0,2317912,2876,3,123412,4,5,0,7,2,0,8,1,6
2017-12-17,2017,12,17,Athletico,Tainted Minds,0,2317913,2876,3,123412,7,6,0,2,8,0,5,4,1
2017-12-17,2017,12,17,Mythic,Rogue,1,2318119,3393,3,123412,8,6,0,2,7,0,4,5,1
2017-12-17,2017,12,17,GoldenMix,EMC,0,2318157,3336,3,123412,2,6,0,7,8,0,1,5,4
2017-12-17,2017,12,17,pro100,Epsilon,1,2318143,3382,3,123412,8,7,0,6,2,0,4,1,5
2017-12-17,2017,12,17,Universe,eSuba,0,2318196,3432,3,123212,1,8,0,5,4,6,7,0,2
2017-12-17,2017,12,17,mousesports,Astralis,1,2317945,3313,3,123412,7,1,0,2,5,0,8,4,6
2017-12-17,2017,12,17,FaZe,fnatic,1,2317946,3313,3,123412,2,4,0,6,1,0,7,8,5
2017-12-17,2017,12,17,pro100,HAVU,0,2318206,3421,3,123412,8,1,0,2,5,0,6,7,4
2017-12-17,2017,12,17,eEriness,Majestic Lions,0,2318197,3432,3,123412,7,2,0,6,1,0,4,8,5
2017-12-17,2017,12,17,ex-Naventic,SoaR,1,2318121,3393,3,123412,6,1,0,5,7,0,2,4,8
2017-12-17,2017,12,17,mousesports,FaZe,0,2317947,3313,3,123412,7,1,0,2,8,0,6,4,5
2017-12-17,2017,12,17,MANS NOT HOT,Spirit,1,2318205,3421,3,123412,6,4,0,8,7,0,2,1,5
2017-12-16,2017,12,16,ex-Naventic,GX,1,2318116,3393,3,123412,4,1,0,6,7,0,5,2,8
2017-12-16,2017,12,16,Limitless,EnVyUs Academy,1,2318159,3448,3,123412,6,2,0,7,1,0,5,4,8
2017-12-16,2017,12,16,Signature,NSPR,1,2318154,3447,3,123412,1,6,0,2,4,0,5,7,8
2017-12-16,2017,12,16,eEriness,Universe,1,2318134,3432,3,123412,7,2,0,6,8,0,4,1,5
2017-12-16,2017,12,16,Movistar Riders,KPI,0,2318146,3446,3,123412,2,1,0,6,4,0,7,5,8
2017-12-16,2017,12,16,Ground Zero,Athletico,0,2317910,2876,3,123412,8,6,0,7,1,0,5,2,4
2017-12-16,2017,12,16,GX,Rise Nation,1,2318114,3393,1,121212,6,7,5,1,8,2,0,0,4
2017-12-16,2017,12,16,Athletico,Tainted Minds,1,2317907,2876,3,123412,7,5,0,2,8,0,1,4,6
2017-12-16,2017,12,16,Tempo Storm,ex-Naventic,0,2318115,3393,1,121212,6,2,7,4,1,8,0,0,5
2017-12-16,2017,12,16,Hafnet,Ivyaert,1,2318168,3423,1,121212,8,6,7,2,5,1,0,0,4
2017-12-16,2017,12,16,Masterminds,Athletico,1,2317906,2876,3,123412,7,2,0,6,5,0,8,4,1
2017-12-16,2017,12,16,ex-Naventic,GX,0,2318111,3393,1,121212,4,1,8,7,6,5,0,0,2
2017-12-16,2017,12,16,LPSP,Windigo,1,2318179,3289,3,123412,7,1,0,6,2,0,5,4,8
2017-12-16,2017,12,16,Quantum Bellator Fire,XPC,1,2318164,3449,3,123412,7,6,0,4,1,0,8,5,2
2017-12-16,2017,12,16,Cloud9,FaZe,1,2317944,3313,3,123412,6,4,0,2,8,0,5,7,1
2017-12-16,2017,12,16,Luminosity,mousesports,0,2317941,3313,3,123412,5,2,0,1,4,0,8,6,7
2017-12-16,2017,12,16,Cloud9,Liquid,0,2317942,3313,3,123412,6,1,0,8,7,0,5,4,2
2017-12-16,2017,12,16,F1-racecar-PEEK,Rogue,1,2318112,3393,1,121212,5,6,4,7,1,2,0,0,8
2017-12-16,2017,12,16,eSuba,Majestic Lions,1,2318135,3432,3,123412,5,8,0,6,4,0,1,7,2
2017-12-16,2017,12,16,Vexed,aAa,1,2318160,3448,3,123412,6,1,0,5,8,0,4,7,2
2017-12-16,2017,12,16,Valiance,Windigo,1,2318156,3342,3,123412,7,2,0,6,5,0,1,8,4
2017-12-16,2017,12,16,aAa,EnVyUs Academy,1,2318161,3448,3,123412,5,2,0,7,1,0,6,4,8
2017-12-16,2017,12,16,mousesports,OpTic,1,2317943,3313,3,123412,4,5,0,2,1,0,6,8,7
2017-12-16,2017,12,16,ALTERNATE aTTaX,DIVIZON,0,2318187,3453,3,121212,1,4,5,6,8,2,0,0,7
2017-12-16,2017,12,16,Berzerk,ALTERNATE aTTaX,1,2318189,3453,3,123412,4,6,0,1,7,0,5,8,2
2017-12-16,2017,12,16,Planetkey,DIVIZON,1,2318188,3453,3,123412,4,1,0,5,6,0,8,2,7
2017-12-16,2017,12,16,pro100,Fragsters,1,2318169,3418,1,121212,2,7,6,8,1,5,0,0,4
2017-12-16,2017,12,16,Spirit,Red Reserve,1,2318178,3421,3,123412,8,4,0,6,2,0,1,7,5
2017-12-16,2017,12,16,GODSENT,AGO,0,2318180,3289,3,123412,6,7,0,1,4,0,5,2,8
2017-12-15,2017,12,15,OpTic,fnatic,1,2317937,3313,1,121212,8,4,1,6,7,5,0,0,2
2017-12-15,2017,12,15,INTZ,Isurus,1,2318126,3318,3,123412,6,8,0,1,4,0,2,7,5
2017-12-15,2017,12,15,Vexed,ALTERNATE aTTaX,0,2318144,3333,1,121212,6,5,7,4,8,1,0,0,2
2017-12-15,2017,12,15,Valiance,Nexus,0,2318133,3342,3,123412,7,5,0,6,8,0,4,2,1
2017-12-15,2017,12,15,Luminosity,fnatic,1,2317935,3313,1,121212,8,4,5,1,6,7,0,0,2
2017-12-15,2017,12,15,mousesports,OpTic,1,2317936,3313,1,121212,4,8,7,2,6,1,0,0,5
2017-12-15,2017,12,15,PRIDE,Nemiga,1,2318142,3421,3,123412,4,2,0,1,6,0,8,7,5
2017-12-15,2017,12,15,Giants,MAD Lions,0,2318145,3446,3,123412,8,5,0,6,7,0,1,2,4
2017-12-15,2017,12,15,AGO,LPSP,0,2318044,3289,3,123412,6,5,0,1,2,0,7,4,8
2017-12-15,2017,12,15,AGO,Kinguin,1,2318042,3289,3,123412,6,1,0,8,7,0,4,5,2
2017-12-15,2017,12,15,Astralis,Cloud9,1,2317938,3313,1,121212,2,5,1,6,4,7,0,0,8
2017-12-15,2017,12,15,Liquid,FaZe,1,2317939,3313,1,121212,6,4,7,2,8,1,0,0,5
2017-12-15,2017,12,15,LPSP,SJ,0,2318043,3289,3,123412,1,7,0,6,2,0,5,4,8
2017-12-15,2017,12,15,Tempo Storm,Rise Nation,1,2318110,3393,1,121212,1,6,2,4,8,7,0,0,5
2017-12-15,2017,12,15,Astralis,FaZe,0,2317940,3313,1,121212,2,5,1,8,6,4,0,0,7
2017-12-15,2017,12,15,AlienTech,HEXAGONE,0,2318140,3445,1,121212,6,4,8,2,7,1,0,0,5
2017-12-14,2017,12,14,GameAgents,EPG,0,2318105,3419,3,123412,6,8,0,7,1,0,5,4,2
2017-12-14,2017,12,14,Isurus,FURIA,0,2318028,3318,3,123412,1,8,0,6,4,0,7,5,2
2017-12-14,2017,12,14,Eclipse,MVP PK,0,2318056,3383,1,121212,1,6,8,5,4,7,0,0,2
2017-12-14,2017,12,14,Nemiga,Epsilon,1,2318106,3421,3,123412,1,4,0,6,8,0,7,5,2
2017-12-14,2017,12,14,Reason,LPSP,1,2318099,3431,1,121212,6,5,4,7,8,2,0,0,1
2017-12-14,2017,12,14,XPC,EPG,0,2318104,3418,1,121212,4,6,7,5,2,8,0,0,1
2017-12-14,2017,12,14,PRIDE,Quantum Bellator Fire,1,2318107,3421,3,123412,4,2,0,7,6,0,8,5,1
2017-12-14,2017,12,14,GODSENT,Windigo,0,2318039,3289,3,123412,6,7,0,5,1,0,8,4,2
2017-12-14,2017,12,14,TOXIC,LPSP,0,2318109,3431,1,121212,6,4,1,7,2,8,0,0,5
2017-12-14,2017,12,14,Big 5,Bravado,1,2318127,3317,3,123412,7,5,0,6,4,0,2,8,1
2017-12-14,2017,12,14,AGO,eXtatus,0,2318129,3333,3,123412,6,4,0,8,7,0,2,5,1
2017-12-14,2017,12,14,eXtatus,Sprout,1,2318108,3421,3,123412,7,8,0,6,4,0,5,1,2
2017-12-14,2017,12,14,HAVU,GoodJob,1,2318128,3290,3,123412,2,5,0,8,6,0,4,1,7
2017-12-14,2017,12,14,AlienTech,LDLC,0,2318040,3289,3,123412,6,2,0,8,1,0,5,7,4
2017-12-14,2017,12,14,TOXIC,Reason,1,2318136,3431,1,121212,7,1,6,5,2,4,0,0,8
2017-12-14,2017,12,14,Squared,PACT,1,2318098,3380,3,121234,1,7,0,5,6,0,4,8,2
2017-12-14,2017,12,14,Windigo,Nemiga,1,2318130,3316,3,123412,6,2,0,1,8,0,4,5,7
2017-12-14,2017,12,14,ALTERNATE aTTaX,pro100,0,2317956,3333,3,123412,1,5,0,8,4,0,7,6,2
2017-12-14,2017,12,14,SJ,Kinguin,1,2318041,3289,3,123412,6,7,0,8,4,0,1,2,5
2017-12-13,2017,12,13,MVP PK,Ardeont,1,2318091,3424,3,123412,7,1,0,8,6,0,5,2,4
2017-12-13,2017,12,13,Windigo,Tricked,0,2318079,3382,3,123412,6,5,0,1,2,0,4,7,8
2017-12-13,2017,12,13,Sprout,Valiance,1,2318086,3421,3,123412,6,4,0,7,8,0,2,1,5
2017-12-13,2017,12,13,MANS NOT HOT,PRIDE,1,2318078,3418,1,121212,5,7,6,2,4,1,0,0,8
2017-12-13,2017,12,13,Third Times a Charm,eRa,1,2318073,3315,3,123412,1,5,0,2,4,0,7,6,8
2017-12-13,2017,12,13,INTZ,C4,1,2317948,3318,3,123412,6,5,0,8,2,0,1,7,4
2017-12-13,2017,12,13,Furious,Ivyaert,0,2318089,3423,1,121212,1,8,5,2,6,4,0,0,7
2017-12-13,2017,12,13,BYNIE,Spirit,1,2318077,3418,1,121212,6,4,7,8,5,1,0,0,2
2017-12-13,2017,12,13,ViCi,Recca,0,2318055,3383,1,121212,1,5,7,4,6,8,0,0,2
2017-12-13,2017,12,13,SEAL,GameAgents,1,2318076,3419,3,123412,2,1,0,8,6,0,4,5,7
2017-12-13,2017,12,13,Kinguin,LPSP,0,2318036,3289,3,123412,8,1,0,2,7,0,5,6,4
2017-12-13,2017,12,13,aAa,SJ,0,2318011,3290,3,123412,5,8,0,6,2,0,7,1,4
2017-12-13,2017,12,13,LDLC,GODSENT,0,2318037,3289,3,123412,8,1,0,6,7,0,2,5,4
2017-12-13,2017,12,13,AlienTech,Windigo,0,2318038,3289,3,123412,2,5,0,6,7,0,1,4,8
2017-12-13,2017,12,13,Spirit,EPG,0,2318084,3419,3,123412,8,4,0,7,6,0,5,1,2
2017-12-13,2017,12,13,Kinguin,EnVyUs Academy,0,2318012,3290,3,123412,8,6,0,7,5,0,2,4,1
2017-12-13,2017,12,13,Tricked,pro100,1,2318085,3421,3,123412,1,4,0,8,7,0,2,5,6
2017-12-13,2017,12,13,ALTERNATE aTTaX,eXtatus,1,2318087,3421,3,123412,5,4,0,6,8,0,7,2,1
2017-12-12,2017,12,12,AVANGAR,HAVU,1,2318063,3421,3,123412,6,4,0,2,1,0,5,8,7
2017-12-12,2017,12,12,EnVyUs Academy,1337,1,2317958,3382,3,123412,7,8,0,6,1,0,4,5,2
2017-12-12,2017,12,12,EPG,pro100,1,2318022,3418,1,121212,5,6,7,8,1,2,0,0,4
2017-12-12,2017,12,12,Epsilon,EnVyUs Academy,0,2318005,3333,1,121212,4,8,6,7,1,5,0,0,2
2017-12-12,2017,12,12,Windigo,LDLC,1,2318033,3289,3,123412,6,7,0,8,5,0,4,1,2
2017-12-12,2017,12,12,SFT,EPG,1,2318026,3419,1,121212,4,8,6,5,7,2,0,0,1
2017-12-12,2017,12,12,Fragsters,XPC,0,2318023,3418,1,121212,2,6,7,4,1,8,0,0,5
2017-12-12,2017,12,12,Nexus,PRIDE,0,2318058,3382,3,123412,6,8,0,4,7,0,2,5,1
2017-12-12,2017,12,12,AlienTech,GODSENT,1,2318034,3289,3,123412,5,8,0,6,7,0,2,1,4
2017-12-12,2017,12,12,Spirit,GoodJob,0,2318027,3419,1,121212,8,1,4,6,7,2,0,0,5
2017-12-12,2017,12,12,eXtatus,Valiance,1,2318065,3421,3,123412,1,4,0,7,2,0,5,6,8
2017-12-12,2017,12,12,ALTERNATE aTTaX,Sprout,1,2318064,3421,3,123412,1,7,0,6,2,0,8,4,5
2017-12-12,2017,12,12,AGO,SJ,0,2318035,3289,3,123412,1,5,0,7,6,0,8,4,2
2017-12-12,2017,12,12,HAVU,Asterion,1,2318066,3316,3,123412,2,6,0,8,1,0,4,7,5
2017-12-11,2017,12,11,ALTERNATE aTTaX,EPG,0,2317921,3320,3,123412,1,6,0,7,5,0,2,4,8
2017-12-11,2017,12,11,Nexus,Vexed,0,2317955,3333,1,121212,4,8,1,6,5,7,0,0,2
2017-12-11,2017,12,11,Spirit,MANS NOT HOT,0,2318021,3418,1,121212,8,2,1,7,6,4,0,0,5
2017-12-11,2017,12,11,PRIDE,Sprout,1,2317971,3354,3,123412,4,2,0,6,8,0,5,7,1
2017-12-11,2017,12,11,PRIDE,BYNIE,0,2318020,3418,1,121212,6,7,8,4,2,1,0,0,5
2017-12-11,2017,12,11,DeepDarkDanger,pro100,1,2317978,3382,3,123412,6,5,0,8,1,0,4,2,7
2017-12-11,2017,12,11,SEAL,5FRAGS,0,2318025,3419,1,121212,7,4,6,1,8,2,0,0,5
2017-12-11,2017,12,11,MANS NOT HOT,GameAgents,1,2318024,3419,1,121212,6,4,1,8,2,7,0,0,5
2017-12-11,2017,12,11,LDLC,AGO,0,2317972,3354,3,123412,8,7,0,6,1,0,4,5,2
2017-12-11,2017,12,11,SEAL,GoodJob,0,2318010,3290,3,123412,1,7,0,8,6,0,4,2,5
2017-12-11,2017,12,11,Adaptation,Windigo,1,2318031,3316,3,123412,2,7,0,6,1,0,4,8,5
2017-12-11,2017,12,11,Energy,Big 5,0,2317859,3317,3,123412,6,8,0,7,5,0,2,4,1
2017-12-11,2017,12,11,AGO,PRIDE,1,2318047,3354,3,123412,6,1,0,4,2,0,7,5,8
2017-12-10,2017,12,10,Hyper,The Entourage,1,2318008,3405,3,123412,7,5,0,2,6,0,4,1,8
2017-12-10,2017,12,10,ALTERNATE aTTaX,TTFU,0,2317990,3290,3,123412,1,4,0,5,6,0,7,2,8
